wall_ms,event,source,seq,t_ns,staleness_ms,gap_from_prev,ws_state,run_tag,last,count,note
1774314181640,run_start,,,,,,-1,run_2026-03-24T01-03-01-640Z,,,ws://localhost:8080/
1774314181640,ws_connect_attempt,,,,,,0,run_2026-03-24T01-03-01-640Z,,,ws://localhost:8080/
1774314181950,ws_open,,,,,,1,run_2026-03-24T01-03-01-640Z,,,
1774314181951,telemetry,live,1396,1774314182093315000,-142.315185546875,0,1,loss_r100_rep1,,,
1774314181961,telemetry,live,1400,1774314182103617300,-142.6171875,4,1,loss_r100_rep1,,,
1774314181972,telemetry,live,1404,1774314182113297700,-141.297607421875,4,1,loss_r100_rep1,,,
1774314181993,telemetry,live,1407,1774314182123122000,-130.121826171875,3,1,loss_r100_rep1,,,
1774314182008,telemetry,live,1412,1774314182133232400,-125.232421875,5,1,loss_r100_rep1,,,
1774314182025,telemetry,live,1420,1774314182153140000,-128.139892578125,8,1,loss_r100_rep1,,,
1774314182044,telemetry,live,1424,1774314182163219200,-119.21923828125,4,1,loss_r100_rep1,,,
1774314182045,telemetry,live,1428,1774314182173799700,-128.799560546875,4,1,loss_r100_rep1,,,
1774314182045,telemetry,live,1432,1774314182183189000,-138.18896484375,4,1,loss_r100_rep1,,,
1774314182071,telemetry,live,1436,1774314182193230600,-122.230712890625,4,1,loss_r100_rep1,,,
1774314182077,telemetry,live,1440,1774314182203071700,-126.07177734375,4,1,loss_r100_rep1,,,
1774314182078,telemetry,live,1444,1774314182213112600,-135.112548828125,4,1,loss_r100_rep1,,,
1774314182079,telemetry,live,1448,1774314182223219200,-144.21923828125,4,1,loss_r100_rep1,,,
1774314182096,telemetry,live,1456,1774314182243229700,-147.229736328125,8,1,loss_r100_rep1,,,
1774314182116,telemetry,live,1460,1774314182253177600,-137.177490234375,4,1,loss_r100_rep1,,,
1774314182117,telemetry,live,1464,1774314182263374000,-146.3740234375,4,1,loss_r100_rep1,,,
1774314182136,telemetry,live,1468,1774314182273273900,-137.27392578125,4,1,loss_r100_rep1,,,
1774314182137,telemetry,live,1472,1774314182283145200,-146.145263671875,4,1,loss_r100_rep1,,,
1774314182156,telemetry,live,1476,1774314182293072400,-137.072265625,4,1,loss_r100_rep1,,,
1774314182157,telemetry,live,1480,1774314182303148800,-146.148681640625,4,1,loss_r100_rep1,,,
1774314182179,telemetry,live,1484,1774314182313067000,-135.06689453125,4,1,loss_r100_rep1,,,
1774314182180,telemetry,live,1488,1774314182323157800,-143.15771484375,4,1,loss_r100_rep1,,,
1774314182202,telemetry,live,1492,1774314182333270500,-131.2705078125,4,1,loss_r100_rep1,,,
1774314182204,telemetry,live,1496,1774314182343073800,-139.07373046875,4,1,loss_r100_rep1,,,
1774314182207,telemetry,live,1500,1774314182353055200,-146.05517578125,4,1,loss_r100_rep1,,,
1774314182223,telemetry,live,1504,1774314182362981400,-139.9814453125,4,1,loss_r100_rep1,,,
1774314182247,telemetry,live,1516,1774314182393203000,-146.202880859375,12,1,loss_r100_rep1,,,
1774314182270,telemetry,live,1520,1774314182403188500,-133.1884765625,4,1,loss_r100_rep1,,,
